Torbens_MetaG_Dir_Name	taxon_oid	Domain	Sequencing_Status	Study_Name	Genome_Name_/_Sample_Name	Sequencing_Center	IMG_Genome_ID	JGI_Project_ID_/_ITS_SP_ID	Geographic_Location	GOLD_Ecosystem	GOLD_Ecosystem_Category	GOLD_Ecosystem_Subtype	GOLD_Ecosystem_Type	GOLD_Sequencing_Depth	GOLD_Sequencing_Quality	GOLD_Sequencing_Status	GOLD_Sequencing_Strategy	GOLD_Specific_Ecosystem	Habitat	Latitude	Longitude	Genome_Size_assembled	Gene_Count_assembled
1139334	3300017404	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017404	1139334	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	237727312	433482
1139335	3300017409	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017409	1139335	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	181467304	341927
1139336	3300017686	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_MAIN_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017686	1139336	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	245525664	456195
1139337	3300017433	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017433	1139337	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	238395784	451113
1139338	3300017410	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017410	1139338	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	251779423	449231
1139339	3300017411	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017411	1139339	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	188671996	343081
1139340	3300017436	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_NF_12SEP2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017436	1139340	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	255819569	463511
1139341	3300017692	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017692	1139341	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	246524011	511534
1139342	3300017694	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017694	1139342	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	266313493	522493
1139343	3300017691	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017691	1139343	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	235635732	489078
1139344	3300017421	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017421	1139344	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	362640014	711154
1139345	3300017440	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R1_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017440	1139345	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	239225777	481873
1139346	3300017447	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R2_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017447	1139346	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	257839206	515116
1139347	3300017693	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R3_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017693	1139347	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	309211484	581660
1139348	3300017446	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Switchgrass phyllosphere microbial communities from Michigan, USA - G5R4_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017446	1139348	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Switchgrass phyllosphere	42.39	-85.37	249528759	513975
1139349	3300017683	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017683	1139349	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	229965051	420045
1139350	3300017424	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017424	1139350	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	218555418	415223
1139351	3300017407	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017407	1139351	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	170387261	321084
1139352	3300017442	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_MAIN_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017442	1139352	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	259408310	495526
1139353	3300017413	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017413	1139353	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	184589440	361201
1139354	3300017690	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017690	1139354	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	205765715	400234
1139355	3300017425	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017425	1139355	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	238489202	423355
1139356	3300017684	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_NF_03OCT2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017684	1139356	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	224249203	430564
1139357	3300017681	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_MAIN_07NOV2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017681	1139357	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	180484500	377410
1139358	3300017685	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_MAIN_07NOV2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017685	1139358	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	214910545	411759
1139359	3300017420	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R3_MAIN_07NOV2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017420	1139359	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	203608145	402355
1139360	3300017682	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_MAIN_07NOV2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017682	1139360	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	185831597	363358
1139361	3300017417	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R1_NF_07NOV2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017417	1139361	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	183249013	376416
1139362	3300017689	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R2_NF_07NOV2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017689	1139362	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	194628045	389346
1139364	3300017680	*Microbiome	Permanent Draft	Phyllosphere microbial comminities from bioenergy crops switchgrass and miscanthus from Michigan, USA	Miscanthus phyllosphere microbial communities from Michigan, USA - G6R4_NF_07NOV2016_LD1 MG	DOE Joint Genome Institute (JGI)	3300017680	1139364	USA: Michigan	Host-associated	Plants	Unclassified	Phyllosphere		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Miscanthus phyllosphere	42.39	-85.37	184980392	370050
1141646	3300018060	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0216_QUI02_MP05_10_MG	DOE Joint Genome Institute (JGI)	3300018060	1141646	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	3.8381	-73.3194	2091872993	4820640
1141647	3300018058	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0216_QUI02_MP05_20_MG	DOE Joint Genome Institute (JGI)	3300018058	1141647	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	3.8381	-73.3194	2249412722	4983134
1141648	3300017999	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0216_QUI02_MP10_10_MG	DOE Joint Genome Institute (JGI)	3300017999	1141648	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	3.8381	-73.3194	600373633	1470323
1141650	3300018086	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0116_SJ02_MP02_10_MG	DOE Joint Genome Institute (JGI)	3300018086	1141650	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	4.0627	-73.195	2235592144	4574948
1141651	3300018090	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0116_SJ02_MP02_20_MG	DOE Joint Genome Institute (JGI)	3300018090	1141651	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	4.0627	-73.195	2672388737	5627046
1141652	3300018088	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0116_SJ02_MP15_10_MG	DOE Joint Genome Institute (JGI)	3300018088	1141652	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	4.0627	-73.195	2877608122	5958641
1141653	3300018085	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0116_SJ02_MP15_20_MG	DOE Joint Genome Institute (JGI)	3300018085	1141653	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	4.0627	-73.195	2140457576	4547748
1141654	3300018064	*Microbiome	Permanent Draft	Tropical peatland microbial communities from different locations	Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0216_BV02_MP05_10_MG	DOE Joint Genome Institute (JGI)	3300018064	1141654	Colombia: Department of Meta	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Tropical peatland	4.2396	-73.2024	1876670421	4358214
